 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	FWHM_Mult	Source_Rad(base)	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_C8	rel_flux_C9	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_err_C9	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_C8	rel_flux_SNR_C9	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_C9	Y(IJ)_C9	X(FITS)_C9	Y(FITS)_C9	RA_C9	DEC_C9	Source-Sky_C9	Source_Error_C9	Source_SNR_C9	Peak_C9	Mean_C9	Sky/Pixel_C9	FWHM_C9	Width_C9	X-Width_C9	Y-Width_C9	Angle_C9	Roundness_C9
117	Autosave Image -0405r_out.fits	117.000000	0.000000	58757.499201	2458757.499201	2458757.499028	2458757.500558	2458757.501333	1.194066	56.824025	-20.000000	30.000000	20.228333	65.161944	7.650661	8.084177	1.200000	6.000000	11.000000	17.000000	0.052271	0.159728	0.179444	0.254446	0.151298	0.101031	0.279493	0.042763	0.025291	0.000227	0.000413	0.000443	0.000558	0.000401	0.000322	0.000594	0.000216	0.000179	229.956795	386.624429	404.984556	456.324608	377.658503	314.134735	470.796262	197.752994	141.560594	3030583.324579	2717.033790	1461.626586	1178.140755	1462.126586	1326.359245	20.225453	65.162446	158410.504037	205.315391	674.071872	235.005362	3742.708252	771.547146	43.099606	466.000000	6.212629	6.595593	6.668035	6.523151	326.783608	0.996982	1869.423531	1630.151166	1869.923531	874.348834	20.236035	65.215240	417399.186139	1001.385188	416.821810	9032.913086	2032.965886	51.279174	6.605548	6.663967	6.395035	6.932900	276.613316	0.993148	2123.589429	1454.814334	2124.089429	1049.685666	20.232514	65.252244	461081.643976	1045.814522	440.882809	11590.291992	2245.723719	55.544661	5.967185	6.417693	6.041770	6.793617	273.076891	0.986211	1270.285083	1908.415425	1270.785083	596.084575	20.241315	65.129246	614709.270074	1195.503683	514.184338	9376.434570	2993.975593	64.894952	7.942152	7.089208	7.162783	7.015633	328.940089	0.998030	654.735850	730.283780	655.235850	1774.216220	20.214482	65.053866	398265.150129	982.451903	405.378776	5755.183105	1939.772502	58.443981	8.434878	7.294305	7.777641	6.810968	356.618244	0.982346	1114.754032	1909.163107	1115.254032	595.336893	20.241103	65.107586	278087.051778	845.940519	328.731212	4052.459717	1354.438409	53.911463	8.181409	7.236895	7.398490	7.075300	341.798850	0.996924	2010.969667	648.701862	2011.469667	1855.798138	20.214475	65.243561	662001.801992	1232.561101	537.094511	23454.324219	3224.316492	60.879020	4.884734	5.847550	5.977634	5.717466	8.503030	0.997837	1683.892304	1285.683011	1684.392304	1218.816989	20.228142	65.192472	124283.295237	618.209319	201.037564	3043.124512	605.328682	39.795287	6.062922	6.484066	6.557629	6.410503	328.194435	0.997394	1669.295378	1424.450793	1669.795378	1080.049207	20.231193	65.189207	74755.925255	523.761887	142.728837	1616.726196	364.102880	35.820858	6.530078	6.638766	6.652312	6.625221	316.670372	0.995096
118	Autosave Image -0406r_out.fits	118.000000	0.000000	58757.499757	2458757.499757	2458757.499583	2458757.501113	2458757.501888	1.195073	56.749961	-20.000000	30.000000	20.228333	65.161944	8.349602	8.510682	1.200000	6.000000	11.000000	17.000000	0.051478	0.160182	0.178447	0.258363	0.150608	0.101546	0.277422	0.042029	0.025225	0.000233	0.000421	0.000450	0.000573	0.000408	0.000330	0.000600	0.000221	0.000187	221.387716	380.175833	396.930577	451.080260	369.214305	307.425956	462.518073	190.123873	135.179514	2996248.499416	2738.366347	1460.036942	1183.043468	1460.536942	1321.456532	20.225442	65.162338	154240.951881	227.550948	682.290541	226.063448	2841.883057	677.830407	44.038122	439.000000	6.922285	6.936280	6.955020	6.917539	318.148590	0.997573	1867.875206	1635.059698	1868.375206	869.440302	20.236028	65.215160	413681.784240	1008.832585	410.059895	6791.755371	1817.974338	58.452119	7.284428	7.041063	6.690038	7.392087	271.678587	0.990074	2121.987875	1459.850080	2122.487875	1044.649920	20.232510	65.252161	453708.181104	1050.181937	432.028171	8728.703125	1993.875151	59.466135	6.759797	6.860150	6.485456	7.234845	88.295993	0.988096	1268.572656	1913.535391	1269.072656	590.964609	20.241312	65.129134	615179.904442	1206.903400	509.717600	8061.117188	2703.482053	78.574953	8.791529	7.296168	7.283917	7.308420	300.041477	0.999955	653.066815	735.271224	653.566815	1769.228776	20.214471	65.053737	392192.541573	990.198843	396.074530	5147.982422	1723.537277	63.224685	9.028262	7.401388	7.645543	7.157232	344.533882	0.994097	1113.098523	1914.268827	1113.598523	590.231173	20.241099	65.107474	276209.156035	858.782703	321.628690	3759.099365	1213.834345	56.315009	8.735245	7.372445	7.343429	7.401462	299.878508	0.999756	2009.381633	653.556609	2009.881633	1850.943391	20.214469	65.243529	650705.224211	1232.515167	527.949060	16378.029297	2859.602342	65.416313	5.893200	6.419679	6.408907	6.430451	70.428757	0.999981	1682.334512	1290.697530	1682.834512	1213.802470	20.228135	65.192375	120851.090821	625.690561	193.148336	2426.575928	531.094649	42.129643	6.975568	6.823317	6.672736	6.973898	278.667063	0.997864	1667.693985	1429.509643	1668.193985	1074.990357	20.231187	65.189103	73720.616991	541.133400	136.233722	1309.623413	323.974115	36.900973	7.105445	6.879496	6.744809	7.014184	282.761296	0.998119
119	Autosave Image -0407r_out.fits	119.000000	0.000000	58757.500313	2458757.500312	2458757.500139	2458757.501669	2458757.502444	1.196083	56.675991	-20.000000	30.000000	20.228333	65.161944	8.416568	8.440512	1.200000	6.000000	11.000000	17.000000	0.051524	0.158778	0.178941	0.255894	0.151489	0.100931	0.281306	0.042289	0.024680	0.000234	0.000423	0.000454	0.000574	0.000412	0.000331	0.000610	0.000224	0.000186	220.376387	375.582592	394.451219	446.050801	367.690269	304.752479	460.944996	188.882651	132.396765	2954476.105723	2720.658227	1458.564827	1185.245609	1459.064827	1319.254391	20.225442	65.162408	152226.602442	223.814081	676.384081	225.059410	2777.090820	680.147565	42.622165	441.000000	6.937714	6.904276	6.931670	6.876882	320.218039	0.998081	1866.406504	1637.228064	1866.906504	867.271936	20.236028	65.215226	404828.780551	1000.207065	404.744972	6872.752930	1808.772613	61.250384	7.404376	7.045772	6.784091	7.307452	282.362763	0.993331	2120.513264	1461.918359	2121.013264	1042.581641	20.232509	65.252230	448434.389909	1044.195324	429.454509	8410.143555	2003.602220	64.308670	6.794261	6.831910	6.529024	7.134796	89.995234	0.992169	1267.265186	1915.555825	1267.765186	588.944175	20.241307	65.129205	601988.489396	1195.984004	503.341589	8007.083496	2689.681034	77.455423	8.817888	7.365214	7.405053	7.325375	330.373246	0.999552	651.686854	737.431152	652.186854	1767.068848	20.214469	65.053785	388687.881630	984.817392	394.680156	5005.698730	1736.655172	67.269244	8.800033	7.350900	7.703867	6.997934	358.478756	0.990794	1111.747727	1916.324178	1112.247727	588.175822	20.241094	65.107536	270859.719469	849.641161	318.793076	3532.101807	1210.199635	60.668975	8.973523	7.438216	7.506435	7.369997	333.462350	0.999068	2007.910537	655.726188	2008.410537	1848.773812	20.214468	65.243560	648645.088895	1230.577908	527.106073	16058.247070	2898.142447	69.189516	5.844638	6.453886	6.584746	6.323027	11.007640	0.998088	1680.775143	1292.920544	1681.275143	1211.579456	20.228136	65.192435	119871.883359	624.679506	191.893415	2274.928955	535.586871	43.164674	6.715838	6.927030	6.947999	6.906060	320.108429	0.998835	1666.366141	1431.560698	1666.866141	1072.939302	20.231184	65.189196	71159.872514	533.426220	133.401527	1314.086426	317.941892	37.354796	7.111242	6.944757	6.910951	6.978562	306.388708	0.998919
120	Autosave Image -0408r_out.fits	120.000000	0.000000	58757.500856	2458757.500856	2458757.500683	2458757.502213	2458757.502988	1.197074	56.603633	-20.000000	30.000000	20.228333	65.161944	8.235381	8.363595	1.200000	6.000000	11.000000	17.000000	0.051431	0.158694	0.179399	0.255612	0.152225	0.101297	0.278634	0.042523	0.025175	0.000229	0.000415	0.000445	0.000563	0.000405	0.000324	0.000595	0.000218	0.000183	224.976753	382.820072	402.729453	453.901505	375.767450	312.355949	468.623941	194.850807	137.706886	3037866.328079	2742.134487	1456.081759	1182.126803	1456.581759	1322.373197	20.225445	65.162334	156240.489944	219.753523	680.003220	229.764338	3144.427490	710.980592	39.870891	435.000000	6.794093	6.849713	6.924720	6.774706	347.771898	0.999421	1863.854769	1634.059550	1864.354769	870.440450	20.236028	65.215143	416064.437447	1008.703193	412.474591	7484.750977	1893.323171	56.457995	6.954442	6.965978	6.637579	7.294377	85.153344	0.990891	2118.027015	1458.720865	2118.527015	1045.779135	20.232509	65.252160	462091.869850	1053.687902	438.547191	9370.436523	2102.773430	54.763285	6.630251	6.759912	6.388822	7.131002	77.935799	0.985614	1264.866572	1912.199923	1265.366572	592.300077	20.241302	65.129152	618434.813788	1208.513501	511.731820	8362.092773	2814.220244	70.134429	8.518169	7.345412	7.384273	7.306551	335.578428	0.999742	649.138867	734.184113	649.638867	1770.315887	20.214471	65.053745	401344.010083	994.711190	403.477928	5295.474121	1826.337090	61.199391	9.023805	7.311219	7.633079	6.989358	353.131743	0.991816	1109.423236	1912.918811	1109.923236	591.581189	20.241089	65.107496	279421.212437	854.739071	326.908201	3612.691406	1271.520967	54.127175	8.638468	7.327400	7.332541	7.322259	317.855644	0.999801	2005.491605	652.493527	2005.991605	1852.006473	20.214470	65.243528	661997.682859	1237.179559	535.086179	19152.617188	3012.455378	61.251804	5.616119	6.125154	6.135307	6.115000	43.810511	0.993621	1678.418591	1289.666441	1678.918591	1214.833559	20.228135	65.192378	123911.514918	625.714346	198.032082	2653.823242	563.865885	40.233712	6.662153	6.721610	6.554159	6.889060	89.798787	0.997520	1663.809727	1428.442808	1664.309727	1076.057192	20.231186	65.189109	74600.786698	537.489909	138.794767	1499.324341	339.474815	37.126262	6.864361	6.812408	6.720168	6.904647	76.142833	0.999065
121	Autosave Image -0409r_out.fits	121.000000	0.000000	58757.501412	2458757.501412	2458757.501238	2458757.502768	2458757.503544	1.198089	56.529821	-20.000000	30.000000	20.228333	65.161944	7.768739	8.160048	1.200000	6.000000	11.000000	17.000000	0.051472	0.159501	0.178183	0.254893	0.152677	0.101497	0.279326	0.042329	0.025155	0.000226	0.000413	0.000442	0.000559	0.000404	0.000323	0.000593	0.000217	0.000180	227.438714	385.836150	403.222902	456.068237	377.992959	314.700769	470.828146	195.272185	139.783565	3035518.373198	2725.674660	1453.968310	1177.866338	1454.468310	1326.633662	20.225445	65.162329	156243.627789	209.187286	672.491863	232.335343	3539.372559	746.907857	42.585508	458.000000	6.521379	6.730272	6.840936	6.619608	325.096669	0.990929	1861.815872	1629.739003	1862.315872	874.760997	20.236028	65.215155	417565.288143	1003.926174	415.932266	8432.488281	1996.131290	54.309291	6.727616	6.767910	6.570447	6.965374	292.060708	0.993404	2115.881435	1454.445386	2116.381435	1050.054614	20.232508	65.252152	459078.229592	1046.483449	438.686565	11018.469727	2194.579973	56.639465	5.993834	6.448652	6.198249	6.699055	88.324053	0.993966	1262.713325	1907.993063	1263.213325	596.506937	20.241307	65.129151	616573.104641	1199.371767	514.080056	8832.964844	2947.469299	68.551937	8.338789	7.269611	7.334105	7.205118	329.854179	0.998718	647.121910	730.076430	647.621910	1774.423570	20.214472	65.053745	402066.577544	990.517103	405.915835	5866.321777	1922.041173	60.432032	8.517450	7.296649	7.744702	6.848595	351.259405	0.983546	1107.314971	1908.723039	1107.814971	595.776961	20.241093	65.107501	279707.779937	849.038707	329.440552	4035.393311	1337.116536	53.095798	8.454005	7.163854	7.239058	7.088651	334.066596	0.998844	2003.280179	648.255819	2003.780179	1856.244181	20.214472	65.243511	662770.820399	1233.090933	537.487385	23235.419922	3168.313101	60.733930	4.890464	5.907051	6.010819	5.803283	359.447050	0.998766	1676.233243	1285.356302	1676.733243	1219.143698	20.228135	65.192365	123271.831189	621.206262	198.439454	2968.573486	589.289307	41.556448	6.103750	6.550931	6.597221	6.504640	320.428530	0.994371	1661.741179	1424.088126	1662.241179	1080.411874	20.231185	65.189113	74484.741753	528.595325	140.910709	1743.957764	356.067250	39.077326	6.135987	6.719913	6.664822	6.775004	307.852383	0.995591
122	Autosave Image -0410r_out.fits	122.000000	0.000000	58757.501956	2458757.501956	2458757.501782	2458757.503312	2458757.504088	1.199085	56.457628	-20.000000	30.000000	20.228333	65.161944	8.380347	8.574985	1.200000	6.000000	11.000000	17.000000	0.051750	0.158363	0.178250	0.257182	0.151141	0.101398	0.280349	0.042080	0.025357	0.000233	0.000420	0.000451	0.000575	0.000410	0.000331	0.000605	0.000223	0.000187	221.636913	377.155412	395.615484	447.440697	368.869397	306.113474	463.413767	189.111643	135.513940	2995193.775828	2746.803219	1452.288303	1182.248379	1452.788303	1322.251621	20.225443	65.162392	154999.981140	231.002490	684.743494	226.362108	2681.116211	670.988357	46.283869	466.000000	7.211036	6.932097	6.863402	7.000792	307.575596	0.994020	1860.075372	1634.150150	1860.575372	870.349850	20.236026	65.215195	409480.339968	1007.470999	406.443799	7061.133789	1772.623057	62.037103	7.189356	7.051859	6.719156	7.384561	279.113911	0.990175	2114.261168	1458.821074	2114.761168	1045.678926	20.232508	65.252207	453123.683558	1052.290854	430.606882	8382.879883	1961.553244	62.636110	6.795461	6.834266	6.415102	7.253430	271.337618	0.985033	1260.961226	1912.462018	1261.461226	592.037982	20.241303	65.129177	612727.242267	1213.961331	504.733739	7851.093262	2652.470293	70.517657	8.812965	7.418614	7.390414	7.446815	308.821934	0.998738	645.417550	734.342710	645.917550	1770.157290	20.214469	65.053804	393259.690099	993.380007	395.880416	5103.368164	1702.404551	67.224020	8.974976	7.343167	7.584788	7.101546	354.325693	0.995505	1105.429563	1913.200884	1105.929563	591.299116	20.241090	65.107505	275747.482126	861.099846	320.227072	3441.304443	1193.699177	59.618089	9.050207	7.405545	7.302341	7.508749	293.973615	0.998269	2001.683305	652.462365	2002.183305	1852.037635	20.214469	65.243553	655836.026553	1236.986001	530.188722	15650.816406	2839.086396	65.669967	6.013367	6.432462	6.346799	6.518124	291.771512	0.998650	1674.583239	1289.770460	1675.083239	1214.729540	20.228133	65.192428	120948.699119	629.588649	192.107496	2265.489990	523.581798	42.620334	6.701922	6.848218	6.647387	7.049048	295.304059	0.991473	1660.034173	1428.594392	1660.534173	1075.905608	20.231185	65.189166	74070.612139	542.308891	136.583806	1338.904175	320.648544	37.645814	6.905093	6.913154	6.776982	7.049327	294.752690	0.996322
123	Autosave Image -0411r_out.fits	123.000000	0.000000	58757.502512	2458757.502512	2458757.502338	2458757.503868	2458757.504643	1.200105	56.383984	-20.000000	30.000000	20.228333	65.161944	8.131764	8.384153	1.200000	6.000000	11.000000	17.000000	0.051558	0.158653	0.179434	0.255223	0.152379	0.100925	0.280140	0.042178	0.025008	0.000231	0.000419	0.000450	0.000568	0.000408	0.000328	0.000603	0.000219	0.000184	223.286167	378.642161	398.330256	449.713055	373.227594	307.701588	464.962861	192.233877	136.276345	3000299.979875	2734.382892	1450.850479	1186.934743	1451.350479	1317.565257	20.225447	65.162342	154690.795338	220.835158	678.295497	228.058119	3268.423584	700.480832	44.852033	468.000000	6.649312	6.868439	7.056365	6.680513	335.258804	0.992916	1858.821188	1638.746726	1859.321188	865.753274	20.236029	65.215183	410827.259902	1007.257457	407.867182	7310.056641	1860.334484	58.265671	7.141867	6.917887	6.795183	7.040591	295.852939	0.996725	2112.874617	1463.462602	2113.374617	1041.037398	20.232510	65.252169	456452.348149	1052.647673	433.623101	9510.012695	2066.936950	62.632133	6.494696	6.665952	6.513934	6.817970	272.094764	0.997911	1259.510903	1917.184115	1260.010903	587.315885	20.241310	65.129162	610047.188417	1203.084086	507.069452	8248.295898	2762.455007	75.221099	8.493694	7.300171	7.389457	7.210886	336.812223	0.998743	643.958702	739.117771	644.458702	1765.382229	20.214473	65.053733	396730.279741	989.460689	400.956081	5400.791992	1796.499629	59.180706	8.656068	7.338468	7.763259	6.913677	357.894420	0.986614	1104.106518	1917.888630	1104.606518	586.611370	20.241096	65.107511	275045.348077	854.567309	321.853346	3633.452148	1245.478077	57.157260	8.764064	7.331265	7.464869	7.197662	355.904605	0.998645	2000.381702	657.176517	2000.881702	1847.323483	20.214470	65.243550	656572.412040	1235.753894	531.313246	18847.306641	2973.133524	66.598337	5.415137	6.174161	6.317432	6.030889	352.148383	0.997678	1673.195657	1294.368663	1673.695657	1210.131337	20.228135	65.192388	121424.291219	621.583868	195.346594	2526.005615	549.841303	39.569804	6.409734	6.726493	6.833337	6.619649	327.826658	0.994618	1658.610920	1433.201120	1659.110920	1071.298880	20.231188	65.189124	73200.852329	532.946381	137.351251	1405.805298	331.472819	37.664043	6.780956	6.848993	6.747308	6.950677	301.252138	0.995865
124	Autosave Image -0412r_out.fits	124.000000	0.000000	58757.503056	2458757.503056	2458757.502882	2458757.504412	2458757.505187	1.201106	56.311957	-20.000000	30.000000	20.228333	65.161944	8.760207	8.602674	1.200000	6.000000	11.000000	17.000000	0.051666	0.158597	0.178689	0.256674	0.150432	0.101293	0.281393	0.042169	0.025079	0.000235	0.000425	0.000456	0.000578	0.000413	0.000334	0.000613	0.000226	0.000190	219.485256	373.007949	392.014409	444.291270	364.113142	303.146937	458.826289	186.900330	131.738935	2950612.779528	2733.757003	1448.634721	1184.996698	1449.134721	1319.503302	20.225448	65.162338	152446.454698	232.496724	680.050801	224.169216	2568.036865	655.692915	43.358190	430.000000	7.431311	7.051238	7.028126	7.074350	309.482961	0.998827	1856.481430	1637.050069	1856.981430	867.449931	20.236032	65.215163	403901.008699	1004.950572	401.911318	6449.636230	1737.233117	64.626472	7.770328	7.045356	6.661021	7.429690	272.368110	0.988086	2110.616413	1461.644594	2111.116413	1042.855406	20.232511	65.252166	447311.941915	1048.077868	426.792661	8347.871094	1923.949439	61.492515	7.063859	6.846238	6.541139	7.151337	87.394436	0.992022	1257.224751	1915.571045	1257.724751	588.928955	20.241314	65.129138	602657.838093	1201.096868	501.756231	7469.883301	2592.113246	85.538439	9.337154	7.423201	7.388461	7.457940	306.100478	0.999063	641.733769	737.259183	642.233769	1767.240817	20.214478	65.053736	385824.969128	987.813119	390.584982	4902.040039	1659.485615	69.752696	9.169510	7.476131	7.708855	7.243408	344.805445	0.994801	1101.894306	1916.184182	1102.394306	588.315818	20.241099	65.107498	271386.334209	855.728663	317.140638	3165.628174	1167.269497	55.251941	9.353854	7.500964	7.478462	7.523466	307.824101	0.999414	1997.954022	655.343083	1998.454022	1849.156917	20.214473	65.243501	647952.929044	1234.156752	525.016719	15346.403320	2786.933587	70.689282	5.843344	6.485006	6.394424	6.575588	66.354571	0.998304	1670.932739	1292.568742	1671.432739	1211.931258	20.228139	65.192378	119390.578901	628.863928	189.851212	2201.862305	513.515102	43.527185	7.416034	6.915706	6.887397	6.944016	307.498547	0.999000	1656.278692	1431.463529	1656.778692	1073.036471	20.231192	65.189104	72187.179539	543.821444	132.740590	1293.810303	310.486867	38.250110	7.324707	6.974593	6.828923	7.120263	292.053984	0.996619
125	Autosave Image -0413r_out.fits	125.000000	0.000000	58757.503611	2458757.503611	2458757.503438	2458757.504967	2458757.505743	1.202131	56.238483	-20.000000	30.000000	20.228333	65.161944	8.098198	8.251415	1.200000	6.000000	11.000000	17.000000	0.051658	0.159174	0.179659	0.253715	0.151224	0.103316	0.278680	0.042545	0.024865	0.000228	0.000416	0.000447	0.000562	0.000404	0.000330	0.000596	0.000218	0.000181	226.157056	382.830461	401.856684	451.658643	374.216085	313.215462	467.436387	195.215147	137.669362	3016882.357457	2729.012754	1446.580994	1179.398530	1447.080994	1325.101470	20.225443	65.162366	155847.235141	213.897989	674.536246	231.043530	3015.424805	728.605424	42.605336	463.000000	6.790241	6.775469	6.907418	6.643521	356.344969	0.998459	1854.408955	1631.467561	1854.908955	873.032439	20.236030	65.215192	414267.746059	1003.903287	412.657027	7968.719727	1936.753812	55.389297	6.799224	6.877359	6.620278	7.134440	89.317642	0.994423	2108.492321	1456.176692	2108.992321	1048.323308	20.232511	65.252186	459464.119242	1049.978112	437.593998	10124.189453	2148.052541	59.658809	6.154120	6.616444	6.232882	7.000006	84.211811	0.986087	1255.344795	1909.815689	1255.844795	594.684311	20.241312	65.129197	610528.021589	1200.226086	508.677514	8407.541992	2854.295282	71.903353	8.490948	7.255103	7.159861	7.350345	289.096526	0.998884	639.666220	731.573859	640.166220	1772.926141	20.214470	65.053742	396295.920426	986.627162	401.667353	5417.232910	1852.733267	62.781372	8.651840	7.299685	7.697180	6.902190	357.359879	0.988108	1099.837926	1910.574916	1100.337926	593.925084	20.241099	65.107530	282505.678256	861.360876	327.975981	3721.040039	1320.749574	48.020222	8.912642	7.311680	7.489458	7.133902	352.692132	0.997477	1995.999371	649.912656	1996.499371	1854.587344	20.214471	65.243540	657510.640038	1232.119545	533.641920	18783.935547	3073.944932	60.794568	5.289056	6.177258	6.272239	6.082277	29.354612	0.996496	1668.884805	1287.074138	1669.384805	1217.425862	20.228137	65.192408	123114.433006	620.442390	198.430080	2735.431152	575.575457	40.650168	6.333060	6.683750	6.648294	6.719207	302.590717	0.999361	1654.304117	1425.834376	1654.804117	1078.665624	20.231188	65.189146	73195.798842	527.493182	138.761602	1545.394409	342.199565	36.443681	6.702447	6.811317	6.702912	6.919722	83.625620	0.998935
126	Autosave Image -0414r_out.fits	126.000000	0.000000	58757.504155	2458757.504155	2458757.503981	2458757.505511	2458757.506287	1.203137	56.166623	-20.000000	30.000000	20.228333	65.161944	8.543628	8.602977	1.200000	6.000000	11.000000	17.000000	0.051735	0.159307	0.178445	0.256686	0.149802	0.101855	0.281096	0.041905	0.025159	0.000234	0.000422	0.000452	0.000572	0.000409	0.000331	0.000608	0.000223	0.000187	220.635685	377.155793	394.897356	448.795207	366.460252	307.807881	462.185412	188.168716	134.620140	2996003.345858	2749.899069	1444.607903	1181.947300	1445.107903	1322.552700	20.225442	65.162361	154997.099899	232.513060	687.946441	225.304022	2614.681396	666.616748	42.955705	477.000000	7.351279	7.025515	7.003500	7.047529	312.418658	0.995149	1852.460977	1633.960173	1852.960977	870.539827	20.236028	65.215196	411697.935888	1012.757436	406.511887	6718.452637	1770.644349	56.057060	7.344035	6.930751	6.540865	7.320637	281.396023	0.985201	2106.547948	1458.541800	2107.047948	1045.958200	20.232506	65.252195	453667.381767	1055.694810	429.733458	8614.202148	1951.147955	60.326707	6.943940	6.835404	6.463455	7.207353	281.982814	0.985899	1253.271044	1912.396406	1253.771044	592.103594	20.241310	65.129169	611952.171124	1207.068282	506.973947	7577.011230	2631.904508	75.464673	8.888974	7.311642	7.190703	7.432582	295.088291	0.997333	637.654216	734.051586	638.154216	1770.448414	20.214468	65.053723	390333.363523	993.473155	392.897746	4787.505371	1678.758876	68.510436	8.967619	7.474630	7.728993	7.220267	344.959858	0.993828	1097.792975	1913.009131	1098.292975	591.490869	20.241094	65.107502	276949.287187	859.510503	322.217455	3327.961670	1191.112822	54.455058	9.094089	7.460644	7.462674	7.458614	315.412456	0.998571	1993.937100	652.350527	1994.437100	1852.149473	20.214469	65.243534	657377.548002	1244.106190	528.393439	14721.657227	2827.271499	62.645592	6.247365	6.555432	6.369279	6.741585	290.098663	0.994480	1666.862539	1289.499220	1667.362539	1215.000780	20.228133	65.192400	120497.711924	630.470920	191.123346	2362.752441	518.240618	43.706459	6.580100	6.846168	6.776317	6.916019	306.285516	0.995360	1652.341982	1428.288596	1652.841982	1076.211404	20.231184	65.189145	73527.946443	541.960229	135.670373	1272.438110	316.231469	38.502501	7.377055	7.010532	6.843327	7.177738	301.264908	0.989319
