 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	FWHM_Mult	Source_Rad(base)	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_C8	rel_flux_C9	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_err_C9	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_C8	rel_flux_SNR_C9	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_C9	Y(IJ)_C9	X(FITS)_C9	Y(FITS)_C9	RA_C9	DEC_C9	Source-Sky_C9	Source_Error_C9	Source_SNR_C9	Peak_C9	Mean_C9	Sky/Pixel_C9	FWHM_C9	Width_C9	X-Width_C9	Y-Width_C9	Angle_C9	Roundness_C9
107	Autosave Image -0395r_out.fits	107.000000	0.000000	58757.493715	2458757.493715	2458757.493542	2458757.495072	2458757.495847	1.184256	57.559878	-20.000000	30.000000	20.228333	65.161944	8.410299	8.521772	1.200000	6.000000	11.000000	17.000000	0.051846	0.159111	0.177681	0.256180	0.150806	0.102313	0.279885	0.042717	0.025023	0.000234	0.000421	0.000450	0.000571	0.000409	0.000332	0.000605	0.000224	0.000187	221.695548	378.013298	395.014497	448.410936	368.729234	308.466441	462.810001	190.617022	134.148830	2988873.453512	2738.819283	1479.479573	1183.286283	1479.979573	1321.213717	20.225441	65.162362	154960.671041	228.144333	684.404514	226.416787	2799.620117	679.222092	43.388754	447.000000	6.971103	6.872529	6.791806	6.953252	290.014810	0.999059	1887.304943	1635.330011	1887.804943	869.169989	20.236028	65.215182	410282.500296	1006.867289	407.484189	6726.139160	1798.346227	61.879565	7.408396	6.969890	6.660604	7.279176	276.248120	0.991769	2141.455885	1460.020609	2141.955885	1044.479391	20.232508	65.252185	450942.841866	1049.364824	429.729329	8837.683594	1976.568236	63.953674	6.582585	6.801983	6.341360	7.262606	85.259890	0.981317	1288.026554	1913.640117	1288.526554	590.859883	20.241309	65.129165	609538.095881	1204.448826	506.072224	7978.660156	2671.721397	76.887668	8.809657	7.275491	7.318094	7.232888	329.987491	0.999451	672.503045	735.364428	673.003045	1769.135572	20.214468	65.053771	391674.006998	989.958964	395.646710	5037.289062	1716.781661	66.974474	8.862474	7.404209	7.690872	7.117545	2.732742	0.993967	1132.568689	1914.359908	1133.068689	590.140092	20.241096	65.107510	277417.977318	859.084676	322.922740	3460.697510	1215.975754	59.159825	8.962658	7.428151	7.438536	7.417765	27.701323	0.999976	2028.953157	653.738655	2029.453157	1850.761345	20.214471	65.243532	653606.808680	1235.491200	529.025872	16302.247070	2864.882946	69.205039	5.855497	6.434318	6.370669	6.497966	62.503138	0.998811	1701.726532	1290.929122	1702.226532	1213.570878	20.228133	65.192391	122446.353663	632.201398	193.682510	2417.753418	536.705655	39.456240	6.922948	6.924787	6.806834	7.042741	288.214800	0.998208	1687.127550	1429.656090	1687.627550	1074.843910	20.231183	65.189127	72964.868808	539.743900	135.184240	1302.174438	319.818896	37.516546	7.229096	6.912574	6.715797	7.109351	89.189723	0.996761
108	Autosave Image -0396r_out.fits	108.000000	0.000000	58757.494259	2458757.494259	2458757.494086	2458757.495616	2458757.496391	1.185218	57.486556	-20.000000	30.000000	20.228333	65.161944	8.577787	8.574049	1.200000	6.000000	11.000000	17.000000	0.052074	0.158425	0.177161	0.258789	0.151182	0.101724	0.279212	0.042676	0.024904	0.000235	0.000420	0.000448	0.000575	0.000409	0.000330	0.000602	0.000224	0.000186	221.490424	377.533480	395.299151	450.451104	369.914123	307.877438	463.865594	190.779156	133.999785	3004266.465657	2748.029050	1477.308797	1176.914840	1477.808797	1327.585160	20.225444	65.162352	156444.059812	230.952027	691.676320	226.181026	2785.371582	677.387689	42.243319	462.000000	7.277557	6.881214	6.817588	6.944840	286.518001	0.999513	1885.084600	1628.945752	1885.584600	875.554248	20.236030	65.215181	410860.844953	1010.159003	406.728885	6569.640137	1778.987829	63.442666	7.626730	7.118294	6.839516	7.397073	89.161025	0.993878	2139.296702	1453.678520	2139.796702	1050.821480	20.232511	65.252177	452138.213496	1051.638585	429.936881	8632.092773	1957.714854	63.451896	6.766849	6.822070	6.439602	7.204538	77.780747	0.984926	1285.818945	1907.286663	1286.318945	597.213337	20.241310	65.129190	617634.376445	1213.647035	508.907746	7651.739746	2674.297276	73.606561	8.951496	7.406574	7.355613	7.457536	87.014534	0.999809	670.443616	729.003608	670.943616	1775.496392	20.214470	65.053762	394544.041209	993.765162	397.019393	4894.121582	1708.337643	63.426135	8.948488	7.357765	7.512290	7.203240	347.244597	0.997836	1130.367885	1907.985291	1130.867885	596.514709	20.241096	65.107535	277388.283312	860.973069	322.179977	3370.597656	1201.064511	54.130849	9.358971	7.385180	7.309425	7.460935	271.835639	0.999577	2026.862523	647.384406	2027.362523	1857.115594	20.214470	65.243522	655736.768230	1236.458589	530.334598	15926.683594	2839.276958	66.924661	5.918997	6.394114	6.254285	6.533943	62.905905	0.994418	1699.588280	1284.537527	1700.088280	1219.962473	20.228136	65.192387	122963.181436	634.350233	193.841154	2381.791748	532.418715	41.045938	6.811729	6.844960	6.738103	6.951817	283.077554	0.998791	1684.889841	1423.329195	1685.389841	1081.170805	20.231187	65.189115	73000.756577	540.634562	135.027913	1289.184326	316.086235	37.729979	7.128966	6.980122	6.808801	7.151444	279.968638	0.997277
109	Autosave Image -0397r_out.fits	109.000000	0.000000	58757.494815	2458757.494815	2458757.494641	2458757.496171	2458757.496946	1.186202	57.411754	-20.000000	30.000000	20.228333	65.161944	8.277796	8.415230	1.200000	6.000000	11.000000	17.000000	0.051360	0.159716	0.178734	0.256099	0.151366	0.100632	0.279434	0.042374	0.025441	0.000232	0.000420	0.000450	0.000570	0.000409	0.000327	0.000602	0.000222	0.000186	221.088979	379.834324	396.935065	449.375610	370.114531	307.728361	463.804991	191.156343	136.903353	2987691.047028	2728.850863	1475.753057	1176.056264	1476.253057	1328.443736	20.225443	65.162343	153449.107540	222.475336	679.762048	225.739445	3043.216797	689.735367	46.030528	449.000000	6.766512	6.830628	6.834148	6.827109	315.638529	0.997862	1883.574620	1628.028173	1884.074620	876.471827	20.236028	65.215178	411464.540169	1004.624387	409.570527	7208.765625	1849.483848	60.794039	7.255849	6.879881	6.533947	7.225816	277.854413	0.989142	2137.666881	1452.829297	2138.166881	1051.670703	20.232510	65.252165	453030.557782	1048.742915	431.974844	9153.083008	2036.318120	62.926287	6.608099	6.730572	6.335258	7.125886	274.459030	0.985958	1284.367123	1906.430898	1284.867123	598.069102	20.241311	65.129187	609143.362849	1201.566208	506.957801	8102.838379	2738.026489	74.946467	8.680076	7.254687	7.166696	7.342679	294.296251	0.998655	668.796460	728.128413	669.296460	1776.371587	20.214470	65.053732	392781.930498	988.955238	397.168563	5146.625488	1765.507754	65.052512	8.813202	7.387632	7.745754	7.029510	348.034184	0.988802	1128.779266	1907.151820	1129.279266	597.348180	20.241098	65.107516	273168.999455	848.458499	321.959176	3472.529541	1227.861949	53.445420	8.807237	7.404892	7.438457	7.371327	323.432439	0.999024	2025.283394	646.434530	2025.783394	1858.065470	20.214468	65.243510	652525.362519	1231.379307	529.914186	17046.320312	2933.023384	68.925557	5.720717	6.328794	6.301175	6.356413	274.239412	0.999922	1697.991079	1283.621536	1698.491079	1220.878464	20.228134	65.192375	121452.876299	625.309814	194.228323	2414.362549	545.916139	41.463064	6.573700	6.775580	6.748749	6.802411	309.315322	0.998386	1683.425946	1422.429203	1683.925946	1082.070797	20.231186	65.189120	74123.417457	537.133291	137.998182	1462.423950	333.175887	36.884355	6.696989	6.847944	6.662813	7.033076	291.037828	0.994701
110	Autosave Image -0398r_out.fits	110.000000	0.000000	58757.495359	2458757.495359	2458757.495185	2458757.496715	2458757.497490	1.187169	57.338590	-20.000000	30.000000	20.228333	65.161944	8.017804	8.355360	1.200000	6.000000	11.000000	17.000000	0.052082	0.159670	0.177767	0.258427	0.150576	0.102816	0.276332	0.042293	0.025472	0.000229	0.000414	0.000441	0.000564	0.000401	0.000326	0.000589	0.000216	0.000182	226.950977	385.485439	403.106045	458.202690	375.869808	315.413570	469.324155	195.665214	140.126045	3057034.419970	2746.186917	1474.091267	1182.224712	1474.591267	1322.275288	0.000000	0.000000	159217.127791	219.320977	686.814017	231.819858	3318.290283	725.954855	45.004176	464.000000	6.584271	6.728691	6.683564	6.773818	309.237930	0.995493	1881.958576	1634.224308	1882.458576	870.275692	20.231186	65.189120	420909.766413	1012.979970	415.516376	8034.457031	1919.149608	55.271883	6.870452	6.835830	6.438174	7.233487	273.159232	0.986390	2136.120501	1458.910055	2136.620501	1045.589945	20.231186	65.189120	461414.947306	1052.083372	438.572607	10144.128906	2103.834089	57.399193	6.312545	6.631701	6.130582	7.132819	274.072105	0.976956	1282.764667	1912.559088	1283.264667	591.940912	20.231186	65.189120	627784.762319	1213.184422	517.468532	8764.317383	2862.401817	72.688840	8.595959	7.291184	7.233069	7.349299	298.025483	0.999185	667.226702	734.253838	667.726702	1770.246162	20.231186	65.189120	400074.593661	992.101933	403.259565	5601.709961	1824.151067	61.030810	8.574078	7.239663	7.530616	6.948711	349.539466	0.992619	1127.343648	1913.187078	1127.843648	591.312922	20.231186	65.189120	285008.444458	862.928986	330.280300	3833.236572	1299.503808	54.439407	8.707900	7.216490	7.052121	7.380858	282.319963	0.997491	2023.602650	652.706062	2024.102650	1851.793938	20.231186	65.189120	661862.781985	1236.825543	535.130266	19901.681641	3017.781481	65.105914	5.377709	6.054903	5.862810	6.246996	278.965594	0.995561	1696.420641	1289.738616	1696.920641	1214.761384	20.231186	65.189120	124044.383205	623.790730	198.855766	2746.864502	565.583762	37.583726	6.469059	6.571303	6.340821	6.801786	289.282001	0.991971	1681.815418	1428.519110	1682.315418	1075.980890	20.231186	65.189120	75934.740622	537.543785	141.262429	1572.966797	346.226530	37.726959	6.390468	6.650088	6.502754	6.797423	295.322980	0.995122
111	Autosave Image -0399r_out.fits	111.000000	0.000000	58757.495903	2458757.495903	2458757.495729	2458757.497259	2458757.498034	1.188138	57.265504	-20.000000	30.000000	20.228333	65.161944	7.931892	8.217282	1.200000	6.000000	11.000000	17.000000	0.051869	0.158787	0.178930	0.254814	0.150878	0.101426	0.281133	0.042298	0.025560	0.000231	0.000420	0.000450	0.000567	0.000407	0.000328	0.000604	0.000219	0.000184	224.179802	378.330616	397.900293	449.635805	370.760646	309.338205	465.154226	192.925984	138.638844	2968608.796891	2705.882035	1473.031078	1182.529544	1473.531078	1321.970456	20.225443	65.162352	153979.908064	212.132033	672.366298	229.011937	3113.637451	725.868252	45.593996	454.000000	6.546310	6.695607	6.927623	6.463591	340.498581	0.992066	1880.770440	1634.510491	1881.270440	869.989509	20.236029	65.215175	406783.573527	998.293827	407.478803	7830.792480	1917.596168	55.993551	6.772912	6.806626	6.672235	6.941017	278.198166	0.998307	2134.975258	1459.174387	2135.475258	1045.325613	20.232507	65.252181	450555.391583	1040.392667	433.062829	9834.335938	2123.938498	61.599188	6.336639	6.620639	6.357623	6.883655	89.853912	0.993707	1281.678499	1912.724524	1282.178499	591.775476	20.241309	65.129187	602833.747992	1189.082510	506.973858	8606.631836	2841.785559	73.783668	8.243080	7.210746	7.284509	7.136982	330.551906	0.998432	666.119280	734.685132	666.619280	1769.814868	20.214471	65.053740	389178.347168	978.227114	397.840483	5478.636719	1834.604334	61.872099	8.729336	7.305694	7.665255	6.946133	358.913903	0.990344	1126.337922	1913.369091	1126.837922	591.130909	20.241095	65.107547	273367.254371	844.374513	323.751191	3803.739014	1288.665604	56.878316	8.477474	7.229420	7.207511	7.251329	302.634431	0.999790	2022.390745	653.091561	2022.890745	1851.408439	20.214469	65.243495	651434.353271	1225.269903	531.666004	19503.695312	3070.891011	63.990806	5.198816	6.111385	6.215229	6.007541	17.871656	0.998248	1695.373294	1290.081859	1695.873294	1214.418141	20.228133	65.192400	120470.271266	614.408984	196.075048	2706.998291	567.902309	40.327145	6.541988	6.625128	6.544955	6.705301	296.463930	0.998389	1680.709989	1428.988385	1681.209989	1075.511615	20.231188	65.189129	73985.857711	529.331247	139.772322	1609.777954	348.772680	37.798647	6.522671	6.833898	6.754675	6.913120	297.575227	0.998354
112	Autosave Image -0400r_out.fits	112.000000	0.000000	58757.496458	2458757.496458	2458757.496285	2458757.497815	2458757.498590	1.189130	57.190945	-20.000000	30.000000	20.228333	65.161944	8.136378	8.481037	1.200000	6.000000	11.000000	17.000000	0.051516	0.158258	0.178324	0.257391	0.151158	0.101209	0.279647	0.042564	0.025377	0.000234	0.000423	0.000454	0.000578	0.000412	0.000333	0.000609	0.000225	0.000188	219.734685	374.564189	393.180825	445.574777	366.947502	304.368898	459.559586	188.782155	134.876073	2946383.689186	2718.510702	1470.692341	1178.034895	1471.192341	1326.465105	20.225443	65.162354	151785.914316	225.968432	676.423491	224.394800	2975.322998	671.712915	45.251547	475.000000	6.911637	6.925843	6.892394	6.959292	304.499100	0.999274	1878.520881	1630.069625	1879.020881	874.430375	20.236028	65.215178	402578.196327	997.497360	403.588232	6994.758301	1781.568303	58.705430	7.039157	6.937978	6.503944	7.372012	271.660878	0.984415	2132.611989	1454.801464	2133.111989	1049.698536	20.232509	65.252175	445896.312233	1041.940784	427.947844	9382.026367	1973.268159	62.840988	6.476024	6.727469	6.331330	7.123609	87.315484	0.986105	1279.390489	1908.426754	1279.890489	596.073246	20.241309	65.129175	603131.226196	1199.122070	502.977338	8133.291504	2669.095061	76.837643	8.387484	7.209144	7.069838	7.348451	275.189421	0.998457	663.852178	730.155909	664.352178	1774.344091	20.214472	65.053748	386889.183740	982.256647	393.877898	4856.567383	1712.138196	58.842103	9.009117	7.404802	7.644491	7.165112	354.408458	0.995654	1123.746908	1909.233206	1124.246908	595.266794	20.241097	65.107490	270794.524367	850.446295	318.414609	3593.489258	1198.373250	58.988302	8.550915	7.349818	7.300165	7.399470	304.114078	0.998673	2020.060439	648.590558	2020.560439	1855.909442	20.214475	65.243535	643886.076173	1225.819964	525.269693	16785.914062	2849.451448	65.978803	5.549210	6.299414	6.273046	6.325782	48.048863	0.993789	1692.938258	1285.558249	1693.438258	1218.941751	20.228133	65.192388	120288.864304	627.157548	191.800074	2404.479736	532.325968	40.939651	6.526690	6.736508	6.618148	6.854869	274.313349	0.998738	1678.466167	1424.350557	1678.966167	1080.149443	20.231184	65.189140	72919.305846	536.392508	135.943931	1376.316650	322.696870	38.915741	6.845276	6.780538	6.501898	7.059178	282.574760	0.991784
113	Autosave Image -0401r_out.fits	113.000000	0.000000	58757.497014	2458757.497014	2458757.496840	2458757.498370	2458757.499145	1.190125	57.116469	-20.000000	30.000000	20.228333	65.161944	7.934791	8.336619	1.200000	6.000000	11.000000	17.000000	0.051780	0.159395	0.177469	0.257606	0.152032	0.101524	0.277823	0.042537	0.025224	0.000231	0.000419	0.000446	0.000569	0.000408	0.000327	0.000598	0.000220	0.000185	223.913767	380.871449	397.721437	452.668561	373.026707	310.386038	464.606003	193.026341	136.585329	2995476.543600	2723.329211	1469.124920	1176.074446	1469.624920	1328.425554	20.225443	65.162384	155105.555578	218.338208	678.197191	228.702740	3283.309326	710.391262	44.068872	440.000000	6.557636	6.778088	6.782693	6.773482	315.607812	0.995897	1876.861261	1628.066342	1877.361261	876.433658	20.236027	65.215189	411821.648406	1003.126398	410.538143	7963.644531	1886.163907	57.478637	6.898783	6.859648	6.506908	7.212387	274.556267	0.989208	2131.062510	1452.768681	2131.562510	1051.731319	20.232507	65.252199	451479.509157	1043.706955	432.573058	9939.124023	2067.798908	60.001117	6.417615	6.670540	6.248735	7.092344	276.640260	0.983249	1277.674194	1906.454485	1278.174194	598.045515	20.241309	65.129178	613589.417929	1200.336896	511.181003	8566.657227	2810.270461	71.129169	8.268140	7.262462	7.189134	7.335790	297.489938	0.998762	662.157014	728.194607	662.657014	1776.305393	20.214475	65.053798	395309.052510	986.979193	400.524201	5631.210449	1810.535386	62.055761	8.690186	7.263256	7.617585	6.908926	348.989085	0.988976	1122.317420	1907.091046	1122.817420	597.408954	20.241094	65.107536	276082.509803	849.810448	324.875401	3764.048584	1264.471811	56.287121	8.760720	7.236972	7.069349	7.404596	281.091630	0.997500	2018.468273	646.696524	2018.968273	1857.803476	20.214470	65.243528	651274.352911	1228.415198	530.174451	19634.052734	2982.869363	65.072903	5.403691	6.089475	6.004214	6.174736	282.495447	0.999046	1691.369489	1283.717405	1691.869489	1220.782595	20.228135	65.192411	122220.546984	623.057426	196.162572	2843.944580	559.776266	41.813765	6.268550	6.622058	6.458137	6.785979	291.293218	0.995484	1676.831072	1422.450926	1677.331072	1082.049074	20.231185	65.189156	73699.505900	535.365643	137.662001	1643.894287	337.547452	38.955281	6.011418	6.713862	6.591325	6.836399	285.215029	0.998209
114	Autosave Image -0402r_out.fits	114.000000	0.000000	58757.497558	2458757.497558	2458757.497384	2458757.498914	2458757.499689	1.191101	57.043624	-20.000000	30.000000	20.228333	65.161944	8.262336	8.553402	1.200000	6.000000	11.000000	17.000000	0.052089	0.159821	0.178219	0.256524	0.152183	0.102508	0.276383	0.042802	0.024744	0.000232	0.000420	0.000449	0.000569	0.000409	0.000330	0.000597	0.000222	0.000185	224.389732	380.669953	397.210152	451.086918	372.421656	310.519530	463.209084	192.740103	133.674002	3014451.392512	2747.539140	1467.856908	1183.331202	1468.356908	1321.168798	0.000000	0.000000	157018.962800	229.841079	684.968569	229.235282	3058.833984	683.163182	41.477236	462.000000	6.823736	6.883486	6.802668	6.964304	306.438309	0.993641	1875.741785	1635.375611	1876.241785	869.124389	20.231185	65.189156	415385.016504	1011.949306	410.480065	7210.376465	1807.270564	59.188995	7.081097	6.992816	6.584872	7.400760	280.409716	0.984524	2129.847004	1460.072461	2130.347004	1044.427539	20.231185	65.189156	455970.256750	1055.148827	432.138334	8880.551758	1983.850140	59.674688	6.711761	6.776627	6.354862	7.198392	277.301133	0.983581	1276.487769	1913.728245	1276.987769	590.771755	20.231185	65.189156	615411.788214	1208.568041	509.207398	7859.623047	2677.553512	75.979496	8.914949	7.276792	7.167940	7.385643	300.489018	0.996199	660.997885	735.483152	661.497885	1769.016848	20.231185	65.189156	398154.869246	995.535430	399.940431	5442.970703	1732.305082	61.949379	8.746893	7.290787	7.557073	7.024502	342.387252	0.992025	1121.087243	1914.395849	1121.587243	590.104151	20.231185	65.189156	280274.103606	862.071816	325.116885	3569.277832	1219.425635	54.987910	8.726162	7.344950	7.301174	7.388726	309.022012	0.996689	2017.349699	653.727611	2017.849699	1850.772389	20.231185	65.189156	652738.448781	1235.167716	528.461390	16702.816406	2839.955554	64.492923	5.845540	6.298932	6.095931	6.501932	287.242088	0.993898	1690.183532	1290.982180	1690.683532	1213.517820	20.231185	65.189156	123727.786000	631.656301	195.878337	2324.949951	538.318853	39.526746	6.828334	6.876467	6.668714	7.084219	294.985449	0.991190	1675.663090	1429.770004	1676.163090	1074.729996	20.231185	65.189156	72789.123411	540.431854	134.686960	1431.196777	316.693272	39.286932	6.747763	6.927771	6.653505	7.202037	295.572344	0.984121
115	Autosave Image -0403r_out.fits	115.000000	0.000000	58757.498102	2458757.498102	2458757.497928	2458757.499458	2458757.500233	1.192080	56.970859	-20.000000	30.000000	20.228333	65.161944	8.195220	8.394891	1.200000	6.000000	11.000000	17.000000	0.052129	0.159523	0.178780	0.254932	0.151489	0.101639	0.278192	0.042898	0.025656	0.000234	0.000422	0.000452	0.000570	0.000410	0.000330	0.000603	0.000223	0.000187	222.760477	378.081422	395.936039	447.186495	369.657261	307.925620	461.441249	192.561647	137.087158	2972154.188544	2723.426361	1466.026450	1185.451402	1466.526450	1319.048598	20.225451	65.162468	154934.229601	221.401215	680.876043	227.551301	2880.733887	699.789429	41.847279	423.000000	6.857215	6.834440	7.061294	6.607586	340.429658	0.992690	1873.822155	1637.387933	1874.322155	867.112067	20.236033	65.215258	408898.316028	1003.258948	407.570066	7430.246582	1846.865731	61.767159	6.919705	6.976773	6.841589	7.111957	287.751391	0.997736	2127.957528	1462.168275	2128.457528	1042.331725	20.232515	65.252254	450773.202720	1045.985318	430.955574	9293.830078	2036.001489	65.031504	6.426136	6.704266	6.505376	6.903157	276.025074	0.996326	1274.639100	1915.805500	1275.139100	588.694500	20.241314	65.129246	603776.429997	1197.546018	504.178062	8082.502930	2727.069185	79.071821	8.582138	7.282790	7.441382	7.124199	336.114210	0.995805	659.049046	737.713859	659.549046	1766.786141	20.214483	65.053875	391014.135390	985.371395	396.819045	5109.078613	1766.088484	64.277477	8.905922	7.350362	7.758563	6.942161	352.643974	0.986894	1119.276465	1916.521890	1119.776465	587.978110	20.241101	65.107606	274215.011898	850.816645	322.296247	3554.989990	1238.543394	56.837530	8.888685	7.300196	7.376828	7.223564	335.331020	0.998962	2015.372560	655.980663	2015.872560	1848.519337	20.214473	65.243565	646875.166869	1227.961705	526.787736	17515.021484	2921.732692	70.526771	5.509549	6.249786	6.345575	6.153997	5.481447	0.999026	1688.296535	1293.128840	1688.796535	1211.371160	20.228144	65.192492	122254.681148	624.619115	195.726769	2517.173828	552.186136	40.514594	6.497745	6.742389	6.746660	6.738117	316.095773	0.998902	1673.761181	1431.871478	1674.261181	1072.628522	20.231194	65.189235	74347.244494	537.992695	138.193781	1409.243896	335.803237	34.921052	6.907545	6.891906	6.884417	6.899394	313.619743	0.997964
116	Autosave Image -0404r_out.fits	116.000000	0.000000	58757.498657	2458757.498657	2458757.498484	2458757.500014	2458757.500789	1.193082	56.896628	-20.000000	30.000000	20.228333	65.161944	8.034412	8.366721	1.200000	6.000000	11.000000	17.000000	0.052120	0.158960	0.179117	0.254871	0.151320	0.101633	0.279754	0.042746	0.025164	0.000230	0.000415	0.000446	0.000562	0.000404	0.000325	0.000598	0.000219	0.000182	226.748204	382.853949	401.880140	453.495282	374.476896	312.289674	468.037453	195.183000	138.376251	3032725.654199	2740.318993	1464.051539	1181.334528	1464.551539	1323.165472	0.000000	0.000000	158066.273848	219.917829	682.312077	231.662723	3215.131348	718.751519	43.635293	475.000000	6.643835	6.784179	6.800603	6.767754	318.763974	0.998634	1871.871844	1633.317233	1872.371844	871.182767	20.231194	65.189235	415961.996034	1008.149132	412.599667	8008.372559	1891.442805	57.198017	6.935468	6.873526	6.498097	7.248954	270.251726	0.988137	2125.971023	1458.011816	2126.471023	1046.488184	20.231194	65.189235	460695.496898	1052.981139	437.515431	10456.432617	2094.852874	59.192546	6.348250	6.618135	6.163871	7.072399	85.470625	0.980856	1272.820838	1911.630516	1273.320838	592.869484	20.231194	65.189235	615962.234054	1204.713062	511.293729	8587.269531	2800.874472	67.704749	8.475403	7.189101	7.225749	7.152452	327.100683	0.999381	657.265827	733.461291	657.765827	1771.038709	20.231194	65.189235	398596.457265	991.735613	401.918064	5393.452637	1812.479045	60.376498	8.921803	7.299058	7.552719	7.045398	352.793473	0.994862	1117.377077	1912.327734	1117.877077	592.172266	20.231194	65.189235	279789.955034	855.975355	326.866835	3778.785156	1272.247711	51.996787	8.488003	7.214981	7.111031	7.318930	273.722318	0.999156	2013.456432	651.732532	2013.956432	1852.767468	20.231194	65.189235	662953.215551	1240.602447	534.380064	20919.785156	3014.549651	63.180688	5.312713	6.064659	5.930979	6.198339	61.440684	0.993413	1686.405378	1288.985905	1686.905378	1215.514095	20.231194	65.189235	124323.914818	626.669834	198.388223	2746.203125	565.319852	40.672443	6.315654	6.657372	6.379001	6.935742	273.926014	0.992898	1671.821259	1427.746197	1672.321259	1076.753803	20.231194	65.189235	74442.384546	533.701999	139.483054	1530.706543	338.500906	36.990924	6.673357	6.781219	6.551999	7.010438	284.073888	0.994135
